Timestamp,URL,Status
2025-05-08 10:00:03,https://www.gbtcmarkets.com,Alive
2025-05-08 10:00:03,https://lquid.finance,Not Alive
2025-05-08 10:00:03,https://capitalxtrade.com,Not Alive
2025-05-08 10:00:03,https://Peachlimit.com,Not Alive
2025-05-08 10:00:04,https://www.opuscoin.com,Alive
2025-05-08 10:00:04,https://www.BIB-BTC.com,Not Alive
2025-05-08 10:00:04,https://www.eth-alpha.com/;,Not Alive
2025-05-08 10:00:04,https://www.profitcs.net,Alive
2025-05-08 10:00:04,https://dynamic-arb.vip;,Not Alive
2025-05-08 10:00:04,https://ptounz.com/#/;,Not Alive
2025-05-08 10:00:04,https://optcoin.lol,Not Alive
2025-05-08 10:00:09,https://zeeltrade.com,Alive
2025-05-08 10:00:09,https://zealvest.com,Not Alive
2025-05-08 10:00:09,https://xrocecapital.com,Alive
2025-05-08 10:00:09,https://xplorefxtrading.com,Alive
2025-05-08 10:00:09,https://xcointrader.com,Not Alive
2025-05-08 10:00:09,https://wisecryptoinvestor.com,Not Alive
2025-05-08 10:00:09,https://whales-asset.com,Not Alive
2025-05-08 10:00:09,https://welfareconomics.net,Not Alive
2025-05-08 10:00:10,https://vista-portfolio.com,Not Alive
2025-05-08 10:00:10,https://vestprimefx.com,Alive
2025-05-08 10:00:19,https://vertexcapitalpro.com,Alive
2025-05-08 10:00:19,https://ultratopultimate.com,Not Alive
2025-05-08 10:00:19,https://ultraspringkoin.com,Not Alive
2025-05-08 10:00:19,https://ultimate-fund.ltd,Not Alive
2025-05-08 10:00:19,https://truxmarkettrade.com,Not Alive
2025-05-08 10:00:19,https://trustinveztment.com,Not Alive
2025-05-08 10:00:19,https://trustfxtrde.com,Not Alive
2025-05-08 10:00:19,https://tradingwithstockmarketprofit.com,Not Alive
2025-05-08 10:00:19,https://networkchoicelab.com,Not Alive
2025-05-08 10:00:20,https://tradefxlive.com,Not Alive
2025-05-08 10:00:20,https://tradefxcapital.online,Not Alive
2025-05-08 10:00:20,https://topwealthfx.com,Alive
2025-05-08 10:00:20,https://teslenergy.com,Not Alive
2025-05-08 10:00:20,https://swiftcryptooptionstrade.com,Alive
2025-05-08 10:00:20,https://swapultratrade.com,Not Alive
2025-05-08 10:00:20,https://successfulexperttrade.com,Not Alive
2025-05-08 10:00:21,https://stockfxcapitals.org,Not Alive
2025-05-08 10:00:21,https://stockultimatepro.com,Not Alive
2025-05-08 10:00:21,https://stockcomproperties.online,Not Alive
2025-05-08 10:00:21,https://stellargateinvest.com,Not Alive
2025-05-08 10:00:21,https://mystakehomecrypto.com,Alive
2025-05-08 10:00:21,https://speedtonxhub.com,Not Alive
2025-05-08 10:00:21,https://specetechfx.pro,Not Alive
2025-05-08 10:00:22,https://smartrealisticinv.com,Alive
2025-05-08 10:00:22,https://smartpremiertrade.com,Not Alive
