Ping_Timestamp,URL,Status,HTTP_Code,DNS_TLD
2025-07-12 15:19:16,https://royalameris.com,Alive,200,com
2025-07-12 15:19:18,https://Primoam.com,Status 503,503,com
2025-07-12 15:19:19,https://luminaryfx.pro,Alive,200,pro
2025-07-12 15:19:19,https://investcorb.com,Not Alive,Error,com
2025-07-12 15:19:20,https://Baroxinternational.com,Not Alive,Error,com
2025-07-12 15:19:25,https://atadelfund.com,Alive,200,com
2025-07-12 15:19:26,https://igeniusglobal.com,Alive,200,com
2025-07-12 15:19:27,https://Swiftremita.com,Not Alive,Error,com
2025-07-12 15:19:27,https://Sanoncapital.pro,Not Alive,Error,pro
2025-07-12 15:19:28,https://goldenarcadvisors.com,Not Alive,Error,com
2025-07-12 15:19:28,https://Pencpa.com,Not Alive,Error,com
2025-07-12 15:19:29,https://bluspringfinancials.org/,Not Alive,Error,org
2025-07-12 15:19:32,https://zentroglobalbank.com/,Alive,200,com
2025-07-12 15:19:33,https://windvaletrust.online/,Not Alive,Error,online
2025-07-12 15:19:34,https://veritasapexbank.com/,Alive,200,com
2025-07-12 15:19:35,https://vaulttrustglobal.online/,Not Alive,Error,online
2025-07-12 15:19:35,https://www.unionedgecapital.org/,Not Alive,Error,org
2025-07-12 15:19:36,https://unbbs.online/,Not Alive,Error,online
2025-07-12 15:19:36,https://www.trustapexalliance.com/,Not Alive,Error,com
2025-07-12 15:19:38,https://steadfastpremierbnk.org/,Alive,200,org
2025-07-12 15:19:38,http://www.standardsafetrust.org/,Not Alive,Error,org
2025-07-12 15:19:39,https://standardgroups.org/,Not Alive,Error,org
2025-07-12 15:19:41,https://www.standardchrtrev.com/,Alive,200,com
2025-07-12 15:19:41,https://stabilitytrustcu.online/,Not Alive,Error,online
2025-07-12 15:19:42,https://solviumcapital.org/,Not Alive,Error,org
2025-07-12 15:19:42,https://www.solidunioncapitals.com/,Not Alive,Error,com
2025-07-12 15:19:43,https://www.skyfinanceholdings.com/,Not Alive,Error,com
2025-07-12 15:19:43,https://www.shieldoptimatrust.online/,Not Alive,Error,online
2025-07-12 15:19:44,https://www.rfitrustglobal.com,Not Alive,Error,com
2025-07-12 15:19:45,https://reaquityfinance.com/,Not Alive,Error,com
2025-07-12 15:19:46,https://prestigecrestheights.online/,Not Alive,Error,online
2025-07-12 15:19:47,https://pillarheritagesave.pro/,Not Alive,Error,pro
2025-07-12 15:19:47,https://originspringtrust.online/,Not Alive,Error,online
2025-07-12 15:19:48,https://www.opulentmarktrust.online/,Not Alive,Error,online
2025-07-12 15:19:51,https://noventrawealthbank.com,Not Alive,Error,com
2025-07-12 15:19:51,https://novapinnacle.org/,Not Alive,Error,org
2025-07-12 15:19:52,https://www.novatrustway.online/,Not Alive,Error,online
2025-07-12 15:19:52,https://www.noblecapitalheights.online/,Not Alive,Error,online
2025-07-12 15:19:54,https://internationalfinancemalaysia.com/,Not Alive,Error,com
2025-07-12 15:19:54,https://interspectrabnk.com/,Not Alive,Error,com
2025-07-12 15:19:55,https://pvbbk.com/,Not Alive,Error,com
2025-07-12 15:19:55,https://horizonridgecu.online/,Not Alive,Error,online
2025-07-12 15:19:56,https://horixenfinancebank.com/,Not Alive,Error,com
2025-07-12 15:19:56,https://www.hbglobalbank.com/,Not Alive,Error,com
2025-07-12 15:19:57,https://havenrocktrust.online/,Not Alive,Error,online
2025-07-12 15:19:58,https://www.guaranteefinbank.com/,Not Alive,Error,com
2025-07-12 15:19:58,https://globalcitytrustbank.com/,Not Alive,Error,com
2025-07-12 15:19:59,https://grandwavealliance.com/,Not Alive,Error,com
2025-07-12 15:19:59,https://www.goldenshoretrust.online/,Not Alive,Error,online
2025-07-12 15:20:01,https://globeunionfinance.com/,Not Alive,Error,com
2025-07-12 15:20:01,https://elevateedgetrust.online/,Not Alive,Error,online
2025-07-12 15:20:02,https://edgefinancialcorp.org,Alive,200,org
2025-07-12 15:20:03,https://crestnobletrust.online/,Not Alive,Error,online
2025-07-12 15:20:03,https://crespofinance.com/,Not Alive,Error,com
2025-07-12 15:20:04,https://creditswiftassets.org/index-2.html,Not Alive,Error,org
2025-07-12 15:20:05,https://www.creditswiftassets.org/,Not Alive,Error,org
2025-07-12 15:20:05,https://creditfastunion.com/index-2.html,Not Alive,Error,com
2025-07-12 15:20:06,https://credilyunions.com/index.php,Not Alive,Error,com
2025-07-12 15:20:06,https://www.ctcalliance.com/,Not Alive,Error,com
2025-07-12 15:20:07,https://chaabipluscapital.org/,Not Alive,Error,org
2025-07-12 15:20:10,https://www.celeritastrustbank.com/,Alive,200,com
2025-07-12 15:20:10,https://auxtrusunion.com/index-2.php,Not Alive,Error,com
2025-07-12 15:20:11,https://ascendhaventrust.online,Not Alive,Error,online
2025-07-12 15:20:11,https://alliancenovatrust.pro/index-2.php,Not Alive,Error,pro
2025-07-12 15:20:12,https://Soltcll.net,Not Alive,Error,net
2025-07-12 15:20:12,https://atstradingserviceltd.com,Not Alive,Error,com
2025-07-12 15:20:14,https://avonequitiesltd.com/,Alive,200,com
2025-07-12 15:20:15,https://promarketspot.com,Not Alive,Error,com
2025-07-12 15:20:16,https://premiumcryptolite.com,Not Alive,Error,com
2025-07-12 15:20:17,https://pinnaclesassetmanagement.com,Not Alive,Error,com
2025-07-12 15:20:18,https://horizonxprexbs.com,Not Alive,Error,com
2025-07-12 15:20:19,https://horizonprofitchasers.com,Not Alive,Error,com
2025-07-12 15:20:20,https://globalproinvestment.com,Not Alive,Error,com
2025-07-12 15:20:21,https://globalapexmarket.com,Alive,200,com
2025-07-12 15:20:22,https://forbescapitaltrade.com,Not Alive,Error,com
2025-07-12 15:20:23,https://eliteminerproinvestment.com,Not Alive,Error,com
2025-07-12 15:20:24,https://copyvestpro.com,Not Alive,Error,com
2025-07-12 15:20:25,https://coinlog.net,Alive,200,net
2025-07-12 15:20:27,https://certifiedtrade.net,Alive,200,net
2025-07-12 15:20:28,https://astridglobalinvestment.com,Not Alive,Error,com
2025-07-12 15:20:29,https://aspirebitwealth.com,Not Alive,Error,com
2025-07-12 15:20:31,https://apexglobalfxworld.com,Alive,200,com
2025-07-12 15:20:32,https://trade.bitwaveequity.com,Not Alive,Error,com
2025-07-12 15:20:32,https://Finiwise.com,Not Alive,Error,com
2025-07-12 15:20:33,https://superswiss.com,Not Alive,Error,com
2025-07-12 15:20:36,https://Caddingtonlimited.com,Alive,200,com
2025-07-12 15:20:37,https://zavrox.com,Status 403,403,com
2025-07-12 15:20:37,https://wcgdeposits.com,Not Alive,Error,com
2025-07-12 15:20:38,https://verbofx.com,Not Alive,Error,com
2025-07-12 15:20:40,https://junshengfx.net,Alive,200,net
2025-07-12 15:20:43,https://Faze.capital,Alive,200,capital
2025-07-12 15:20:43,https://soft-cloudltd.com,Not Alive,Error,com
2025-07-12 15:20:44,https://capitalonlineprofit.com,Not Alive,Error,com
2025-07-12 15:20:44,https://xemifx-markets.com,Not Alive,Error,com
2025-07-12 15:20:45,https://xc-easyoptions.com,Not Alive,Error,com
2025-07-12 15:20:45,https://vitalfxtrades.com,Not Alive,Error,com
2025-07-12 15:20:46,https://vaststrategytrades.com,Not Alive,Error,com
2025-07-12 15:20:48,https://vasttradenetwork.com,Not Alive,Error,com
2025-07-12 15:20:50,https://uniqueexpfx.info,Alive,200,info
2025-07-12 15:20:51,https://uniquetradenetwork.com,Not Alive,Error,com
2025-07-12 15:20:51,https://turbocryptinvestintl.com,Not Alive,Error,com
2025-07-12 15:20:55,https://tradequext.com,Not Alive,Error,com
2025-07-12 15:20:56,https://tradesfxvista.com,Not Alive,Error,com
2025-07-12 15:20:58,https://tp-tasklimited.com,Alive,200,com
2025-07-12 15:20:58,https://tmfxtrading.com,Not Alive,Error,com
2025-07-12 15:21:00,https://SwiftNextrade.com,Alive,200,com
2025-07-12 15:21:01,https://swiftmavericks.com,Not Alive,Error,com
2025-07-12 15:21:02,https://supabinances.com,Not Alive,Error,com
2025-07-12 15:21:02,https://sucextrade.com,Not Alive,Error,com
2025-07-12 15:21:03,https://sotremfxoption.live,Not Alive,Error,live
2025-07-12 15:21:04,https://safecryptominingfx.net,Not Alive,Error,net
2025-07-12 15:21:04,https://primeoptionsmarket.com,Not Alive,Error,com
2025-07-12 15:21:05,https://oxcoinfxoption.com,Not Alive,Error,com
2025-07-12 15:21:06,https://opensigonline.com,Not Alive,Error,com
2025-07-12 15:21:07,https://nothernsidecapital.com,Not Alive,Error,com
2025-07-12 15:21:10,https://megacoinsindex.com,Not Alive,Error,com
2025-07-12 15:21:10,https://marketfxmovers.com,Not Alive,Error,com
2025-07-12 15:21:11,https://makotopoption.com,Not Alive,Error,com
2025-07-12 15:21:11,https://kdliteoption.com,Not Alive,Error,com
2025-07-12 15:21:13,https://infinite-miners.co.in,Alive,200,co.in
2025-07-12 15:21:13,https://globalultimatetrade.com,Not Alive,Error,com
2025-07-12 15:21:15,https://globaltradingnex.com,Not Alive,Error,com
2025-07-12 15:21:15,https://gemitrafxoption.com,Not Alive,Error,com
2025-07-12 15:21:16,https://gananciaoptions.com,Not Alive,Error,com
2025-07-12 15:21:16,https://fxFaceBooktrade.net,Not Alive,Error,net
2025-07-12 15:21:18,https://frettrading.com,Alive,200,com
2025-07-12 15:21:19,https://forexFaceBooktrading.com,Not Alive,Error,com
2025-07-12 15:21:19,https://forexforgemining.com,Not Alive,Error,com
