Timestamp,URL,Status,nca_registration_date,modification_date
2025-05-01 10:00:52,https://capitalsxplus.com,Not Alive,2025-04-30,2025-05-09
2025-05-01 10:00:41,https://zodiamarkets.vip,Not Alive,2025-04-17,2025-05-09
2025-05-01 10:00:48,https://ylchat.com,Not Alive,2024-11-22,2025-04-01
2025-05-01 10:00:17,https://aaaxmcfd.com,Alive,2025-04-23,2025-05-02
2025-05-01 10:00:31,https://aaaxmglomarkets.com,Not Alive,2025-04-23,2025-04-01
2025-05-01 10:00:20,https://xchar.cc,Not Alive,2024-11-05,2025-04-25
2025-05-01 10:00:22,https://v3option.com,Alive,2025-04-29,2025-05-09
2025-05-01 10:00:48,https://trademx365.com,Alive,2024-11-22,2025-05-09
2025-05-01 10:00:38,https://catradeteinc.com,Not Alive,2025-05-06,2025-04-01
2025-05-01 10:00:43,https://trademate.pro,Not Alive,2025-05-02,2025-05-09
2025-05-01 10:00:55,https://tradematemx.com,Not Alive,2024-08-07,2025-04-25
2025-05-01 10:00:19,https://tpcmetatrader.com,Alive,2025-04-23,2025-04-25
2025-05-01 10:00:13,https://tmgmltd.com,Alive,2025-04-16,2025-04-25
2025-05-01 10:00:40,https://temaketltd.com,Alive,2025-04-29,2025-05-02
2025-05-01 10:00:14,https://tauforex.net,Alive,2025-04-29,2025-05-09
2025-05-01 10:00:19,https://tasmaltd.com,Alive,2024-08-07,2025-05-02
2025-05-01 10:00:50,https://tasmanltd.com,Alive,2025-04-23,2025-04-01
2025-05-01 10:00:21,https://straitsfxvip.com,Alive,2025-05-06,2025-04-28
2025-05-01 10:00:33,https://straitsfx.com,Not Alive,2025-04-23,2025-04-25
2025-05-01 10:00:33,https://stockfxmarkets.com,Alive,2025-04-16,2025-04-01
2025-05-01 10:00:11,https://pcssgapro.gdcyls.com,Not Alive,2025-05-02,2025-04-01
2025-05-01 10:00:46,https://pcssgapro.glennallan.com,Alive,2024-08-07,2025-04-01
2025-05-01 10:00:26,https://sqlqdmarts.com,Not Alive,2025-04-23,2025-04-28
2025-05-01 10:00:50,https://sownotx.com,Not Alive,2025-03-28,2025-04-01
2025-05-01 10:00:34,https://skylineltdfx.com,Alive,2025-05-06,2025-04-01
2025-05-01 10:00:52,https://skncoin.com,Not Alive,2025-04-17,2025-05-02
2025-05-01 10:00:26,https://sknfx.net,Alive,2025-03-28,2025-04-25
2025-05-01 10:00:53,https://sstraderltd.com,Alive,2024-11-22,2025-04-01
2025-05-01 10:00:46,https://ssjtcf-forex.com,Not Alive,2025-02-17,2025-04-25
2025-05-01 10:00:13,https://shtne.vip,Alive,nan,2025-05-02
2025-05-01 10:00:39,https://ssjtcf-forex.com,Not Alive,2025-02-17,2025-05-09
2025-05-01 10:00:29,https://sedxltd.com,Not Alive,2024-08-07,2025-04-01
2025-05-01 10:00:20,https://saxoasin.com,Not Alive,2025-04-17,2025-05-09
2025-05-01 10:00:24,https://saxobankasia.com,Not Alive,2025-05-02,2025-04-01
2025-05-01 10:00:42,https://rivergloballtd.com,Not Alive,nan,2025-05-02
2025-05-01 10:00:42,https://prudentialweb.bizdw.com,Alive,2024-08-07,2025-04-28
2025-05-01 10:00:32,https://pepperstonevip.com,Not Alive,2025-04-30,2025-05-02
2025-05-01 10:00:34,https://parrtd.com,Alive,2025-05-02,2025-04-28
2025-05-01 10:00:33,https://onewaytex.com,Not Alive,2025-04-23,2025-04-25
2025-05-01 10:00:12,https://xynnyse.com,Not Alive,2025-04-23,2025-04-25
2025-05-01 10:00:42,https://yqanyse.com,Alive,2025-05-06,2025-04-25
2025-05-01 10:00:44,https://yqenyse.com,Not Alive,2025-04-29,2025-04-28
2025-05-01 10:00:12,https://novalimited.info,Not Alive,2025-04-23,2025-04-25
2025-05-01 10:00:24,https://newsmarketsltd.com,Not Alive,2025-05-02,2025-04-28
2025-05-01 10:00:13,https://neonskytd.com,Alive,nan,2025-04-28
2025-05-01 10:00:11,https://neonskyfx.com,Not Alive,2024-11-22,2025-04-25
2025-05-01 10:00:52,https://nasdaqkfx.com,Not Alive,2024-11-05,2025-05-09
2025-05-01 10:00:17,https://mprde.com,Alive,2024-11-22,2025-04-28
2025-05-01 10:00:30,https://mancuifcnet.com,Alive,2025-04-17,2025-05-09
2025-05-01 10:00:41,https://madcuifcgroup.com,Alive,2025-05-06,2025-04-01
2025-05-01 10:00:34,https://lszxy-fx.com,Not Alive,2025-04-23,2025-04-25
2025-05-01 10:00:51,https://lamboxfx.cc,Alive,2025-05-06,2025-05-02
2025-05-01 10:00:43,https://libertyfxltd.com,Alive,2025-04-29,2025-04-25
2025-05-01 10:00:18,https://lesenmaks.cc,Alive,2025-05-02,2025-04-28
2025-05-01 10:00:22,https://kyros.vip,Alive,2025-05-02,2025-04-25
2025-05-01 10:00:11,https://kmaicc.vip,Not Alive,2025-04-16,2025-04-25
2025-05-01 10:00:55,https://kmaicc.xyz,Not Alive,2025-04-16,2025-04-28
2025-05-01 10:00:29,https://mt5pro.vip,Alive,2024-08-07,2025-04-28
