Timestamp,URL,Status,nca_registration_date,modification_date
2025-05-02 10:00:26,https://capitalsxplus.com,Alive,2025-05-06,2025-05-09
2025-05-02 10:00:44,https://zodiamarkets.vip,Alive,2025-03-28,2025-05-02
2025-05-02 10:00:27,https://ylchat.com,Not Alive,2024-11-05,2025-04-25
2025-05-02 10:00:28,https://aaaxmcfd.com,Not Alive,2025-04-23,2025-04-25
2025-05-02 10:00:53,https://aaaxmglomarkets.com,Not Alive,2025-04-30,2025-05-02
2025-05-02 10:00:40,https://xchar.cc,Not Alive,2025-04-16,2025-04-01
2025-05-02 10:00:23,https://v3option.com,Alive,2025-03-28,2025-05-09
2025-05-02 10:00:22,https://trademx365.com,Alive,2025-05-02,2025-05-02
2025-05-02 10:00:22,https://catradeteinc.com,Alive,2025-02-17,2025-04-25
2025-05-02 10:00:13,https://trademate.pro,Alive,2025-04-23,2025-04-01
2025-05-02 10:00:56,https://tradematemx.com,Alive,2025-04-23,2025-05-02
2025-05-02 10:00:51,https://tpcmetatrader.com,Not Alive,2025-03-28,2025-04-28
2025-05-02 10:00:53,https://tmgmltd.com,Alive,2025-05-02,2025-04-25
2025-05-02 10:00:45,https://temaketltd.com,Not Alive,2024-11-05,2025-05-02
2025-05-02 10:00:25,https://tauforex.net,Not Alive,2025-04-30,2025-04-01
2025-05-02 10:00:22,https://tasmaltd.com,Not Alive,2025-04-29,2025-05-02
2025-05-02 10:00:14,https://tasmanltd.com,Not Alive,2025-05-06,2025-04-25
2025-05-02 10:00:47,https://straitsfxvip.com,Not Alive,2024-08-07,2025-04-28
2025-05-02 10:00:22,https://straitsfx.com,Not Alive,2024-08-07,2025-05-02
2025-05-02 10:00:49,https://stockfxmarkets.com,Alive,2025-05-02,2025-04-01
2025-05-02 10:00:22,https://pcssgapro.gdcyls.com,Alive,2025-02-17,2025-05-02
2025-05-02 10:00:58,https://pcssgapro.glennallan.com,Alive,2025-04-17,2025-04-28
2025-05-02 10:00:55,https://sqlqdmarts.com,Not Alive,2025-05-06,2025-04-25
2025-05-02 10:00:42,https://sownotx.com,Not Alive,2025-05-02,2025-05-02
2025-05-02 10:00:53,https://skylineltdfx.com,Not Alive,2025-02-17,2025-04-25
2025-05-02 10:00:31,https://skncoin.com,Alive,2025-04-16,2025-04-25
2025-05-02 10:00:51,https://sknfx.net,Not Alive,2025-04-23,2025-04-01
2025-05-02 10:00:46,https://sstraderltd.com,Not Alive,2024-11-22,2025-05-09
2025-05-02 10:00:37,https://ssjtcf-forex.com,Not Alive,nan,2025-05-09
2025-05-02 10:00:15,https://shtne.vip,Alive,2025-04-23,2025-05-09
2025-05-02 10:00:15,https://ssjtcf-forex.com,Not Alive,2025-04-30,2025-04-28
2025-05-02 10:00:38,https://sedxltd.com,Not Alive,2025-02-17,2025-05-02
2025-05-02 10:00:25,https://saxoasin.com,Not Alive,2024-11-05,2025-05-09
2025-05-02 10:00:11,https://saxobankasia.com,Alive,2024-11-22,2025-04-25
2025-05-02 10:00:37,https://rivergloballtd.com,Alive,2025-05-06,2025-05-02
2025-05-02 10:00:24,https://prudentialweb.bizdw.com,Alive,2024-08-07,2025-04-25
2025-05-02 10:00:55,https://pepperstonevip.com,Alive,nan,2025-04-28
2025-05-02 10:00:31,https://parrtd.com,Alive,2025-04-30,2025-05-09
2025-05-02 10:00:58,https://onewaytex.com,Not Alive,2025-02-17,2025-05-02
2025-05-02 10:00:25,https://xynnyse.com,Not Alive,nan,2025-04-28
2025-05-02 10:00:28,https://yqanyse.com,Alive,2025-04-17,2025-04-25
2025-05-02 10:00:53,https://yqenyse.com,Alive,2025-03-28,2025-04-25
2025-05-02 10:00:28,https://novalimited.info,Alive,2024-11-05,2025-05-09
2025-05-02 10:00:34,https://newsmarketsltd.com,Not Alive,2025-04-30,2025-05-02
2025-05-02 10:00:10,https://neonskytd.com,Not Alive,nan,2025-04-25
2025-05-02 10:00:17,https://neonskyfx.com,Not Alive,2024-08-07,2025-04-28
2025-05-02 10:00:21,https://nasdaqkfx.com,Not Alive,2025-04-30,2025-04-01
2025-05-02 10:00:15,https://mprde.com,Alive,2025-04-30,2025-04-01
2025-05-02 10:00:58,https://mancuifcnet.com,Alive,2024-11-22,2025-05-02
2025-05-02 10:00:21,https://madcuifcgroup.com,Not Alive,2025-04-30,2025-04-01
2025-05-02 10:00:14,https://lszxy-fx.com,Not Alive,2025-04-29,2025-05-02
2025-05-02 10:00:35,https://lamboxfx.cc,Not Alive,2025-04-16,2025-04-25
2025-05-02 10:00:38,https://libertyfxltd.com,Alive,2024-11-05,2025-04-25
2025-05-02 10:00:40,https://lesenmaks.cc,Not Alive,2025-04-29,2025-05-02
2025-05-02 10:00:56,https://kyros.vip,Alive,2025-02-17,2025-04-28
2025-05-02 10:00:41,https://kmaicc.vip,Not Alive,2024-08-07,2025-05-09
2025-05-02 10:00:35,https://kmaicc.xyz,Alive,2025-04-16,2025-04-01
2025-05-02 10:00:18,https://mt5pro.vip,Alive,2024-11-05,2025-05-02
2025-05-02 10:00:37,https://kkrrh.com,Alive,2025-05-06,2025-04-01
2025-05-02 10:00:51,https://kcmtradeint.com,Not Alive,2024-11-22,2025-04-28
2025-05-02 10:00:53,https://kcmtradeint.com,Not Alive,2025-05-02,2025-04-01
2025-05-02 10:00:37,https://jhmfxltd.com,Not Alive,2025-03-28,2025-04-25
2025-05-02 10:00:29,https://ivisiontrade.com,Not Alive,2025-05-06,2025-04-25
2025-05-02 10:00:21,https://iuxmarketsfx.com,Not Alive,2025-05-02,2025-05-02
2025-05-02 10:00:26,https://intraglobalfx.com,Not Alive,2025-05-06,2025-05-09
2025-05-02 10:00:56,https://igmarketsfx.com,Alive,2025-04-17,2025-05-02
2025-05-02 10:00:27,https://ibtpglobal.com,Not Alive,2025-04-29,2025-05-02
2025-05-02 10:00:55,https://hxqna.com,Not Alive,2025-04-16,2025-05-09
2025-05-02 10:00:17,https://hut8ltd.com,Not Alive,2025-05-02,2025-05-02
2025-05-02 10:00:39,https://marketsintervip.com,Alive,2025-04-23,2025-04-01
2025-05-02 10:00:22,https://marketsinter.com,Not Alive,2024-08-07,2025-04-25
2025-05-02 10:00:44,https://gray-thy.com,Not Alive,2025-05-06,2025-05-09
2025-05-02 10:00:37,https://gmimarkets.vip,Alive,2025-04-29,2025-05-09
2025-05-02 10:00:44,https://gftradese.com,Not Alive,2025-04-16,2025-05-09
2025-05-02 10:00:28,https://gffxx-ff6.com,Not Alive,2025-04-16,2025-04-01
2025-05-02 10:00:32,http://webmail.gffxx.com,Alive,nan,2025-05-02
2025-05-02 10:00:12,https://fuwaltd.com,Alive,2025-04-16,2025-04-25
2025-05-02 10:00:20,https://fuwafx.com,Not Alive,2025-02-17,2025-05-09
2025-05-02 10:00:51,https://funding-mx.com,Not Alive,2025-04-16,2025-04-28
