Timestamp,URL,Status
2025-05-07 10:00:03,https://www.gbtcmarkets.com,Alive
2025-05-07 10:00:03,https://lquid.finance,Not Alive
2025-05-07 10:00:03,https://capitalxtrade.com,Not Alive
2025-05-07 10:00:03,https://Peachlimit.com,Not Alive
2025-05-07 10:00:04,https://www.opuscoin.com,Alive
2025-05-07 10:00:04,https://www.BIB-BTC.com,Not Alive
2025-05-07 10:00:04,https://www.eth-alpha.com/;,Not Alive
2025-05-07 10:00:04,https://www.profitcs.net,Alive
2025-05-07 10:00:04,https://dynamic-arb.vip;,Not Alive
2025-05-07 10:00:04,https://ptounz.com/#/;,Not Alive
2025-05-07 10:00:04,https://optcoin.lol,Not Alive
2025-05-07 10:00:07,https://zeeltrade.com,Alive
2025-05-07 10:00:07,https://zealvest.com,Not Alive
2025-05-07 10:00:07,https://xrocecapital.com,Alive
2025-05-07 10:00:07,https://xplorefxtrading.com,Alive
2025-05-07 10:00:07,https://xcointrader.com,Not Alive
2025-05-07 10:00:07,https://wisecryptoinvestor.com,Not Alive
2025-05-07 10:00:07,https://whales-asset.com,Not Alive
2025-05-07 10:00:07,https://welfareconomics.net,Not Alive
2025-05-07 10:00:07,https://vista-portfolio.com,Not Alive
2025-05-07 10:00:08,https://vestprimefx.com,Alive
2025-05-07 10:00:11,https://vertexcapitalpro.com,Alive
2025-05-07 10:00:11,https://ultratopultimate.com,Not Alive
2025-05-07 10:00:12,https://ultraspringkoin.com,Not Alive
2025-05-07 10:00:12,https://ultimate-fund.ltd,Not Alive
2025-05-07 10:00:12,https://truxmarkettrade.com,Not Alive
2025-05-07 10:00:12,https://trustinveztment.com,Not Alive
2025-05-07 10:00:12,https://trustfxtrde.com,Not Alive
2025-05-07 10:00:12,https://tradingwithstockmarketprofit.com,Not Alive
2025-05-07 10:00:12,https://networkchoicelab.com,Not Alive
2025-05-07 10:00:12,https://tradefxlive.com,Not Alive
2025-05-07 10:00:12,https://tradefxcapital.online,Not Alive
2025-05-07 10:00:12,https://topwealthfx.com,Alive
2025-05-07 10:00:12,https://teslenergy.com,Not Alive
2025-05-07 10:00:13,https://swiftcryptooptionstrade.com,Alive
2025-05-07 10:00:13,https://swapultratrade.com,Not Alive
2025-05-07 10:00:13,https://successfulexperttrade.com,Not Alive
2025-05-07 10:00:13,https://stockfxcapitals.org,Not Alive
2025-05-07 10:00:13,https://stockultimatepro.com,Not Alive
2025-05-07 10:00:13,https://stockcomproperties.online,Not Alive
2025-05-07 10:00:13,https://stellargateinvest.com,Not Alive
2025-05-07 10:00:13,https://mystakehomecrypto.com,Alive
2025-05-07 10:00:13,https://speedtonxhub.com,Not Alive
2025-05-07 10:00:13,https://specetechfx.pro,Not Alive
2025-05-07 10:00:14,https://smartrealisticinv.com,Alive
2025-05-07 10:00:14,https://smartpremiertrade.com,Not Alive
2025-05-07 10:00:14,https://smartoptionsinvestment.com,Not Alive
2025-05-07 10:00:14,https://siritechlimited.com,Not Alive
2025-05-07 10:00:14,https://royallitehub.com,Not Alive
2025-05-07 10:00:14,https://relybetterinvestment.com,Not Alive
2025-05-07 10:00:14,https://resprofvents.com,Not Alive
2025-05-07 10:00:14,https://ranatradeportfolio.online,Not Alive
2025-05-07 10:00:15,https://prontvault.com,Not Alive
2025-05-07 10:00:15,https://profitzoneinvestment.live,Not Alive
2025-05-07 10:00:15,https://profitabletrustmining.com,Not Alive
2025-05-07 10:00:15,https://propluxvest.com,Alive
2025-05-07 10:00:15,https://primehubsassets.com,Not Alive
2025-05-07 10:00:15,https://primeinveztment.com,Not Alive
2025-05-07 10:00:15,https://preminentgoals.com,Not Alive
2025-05-07 10:00:15,https://pinnaclevestltd.com,Not Alive
2025-05-07 10:00:15,https://peaktradepro.com,Not Alive
2025-05-07 10:00:15,https://patroncoinfx.com,Not Alive
2025-05-07 10:00:15,https://optimatrust-fx.com,Not Alive
2025-05-07 10:00:15,https://novaloption.com,Not Alive
2025-05-07 10:00:16,https://v-king7.dynu.com,Not Alive
2025-05-07 10:00:16,https://nexuscrestltd.com,Not Alive
2025-05-07 10:00:16,https://nexasassets.com,Not Alive
2025-05-07 10:00:16,https://nexaassetsmkt.com,Not Alive
2025-05-07 10:00:16,https://mpkonlinetrading.com,Not Alive
2025-05-07 10:00:16,https://menfxtprotrades.com,Not Alive
2025-05-07 10:00:16,https://megaassetsltd.com,Not Alive
2025-05-07 10:00:16,https://maxcoinoptions.com,Not Alive
2025-05-07 10:00:17,https://mastertradershub.com,Alive
2025-05-07 10:00:17,https://marstechlimited.com,Not Alive
2025-05-07 10:00:18,https://marketmonkx.com,Alive
2025-05-07 10:00:18,https://lumnex.co,Not Alive
2025-05-07 10:00:18,https://littrademarket.com,Not Alive
2025-05-07 10:00:18,https://lexaprime.com,Not Alive
2025-05-07 10:00:18,https://legalfxt24.com,Not Alive
2025-05-07 10:00:19,https://leadsinsuredtrades.com,Not Alive
2025-05-07 10:00:19,https://kapitlitellc.com,Alive
2025-05-07 10:00:19,https://janamoniee.ltd,Not Alive
2025-05-07 10:00:20,https://interlitesorverxts.com,Alive
2025-05-07 10:00:20,https://igeniusglobaltrades.com,Alive
2025-05-07 10:00:20,https://horizonxtrades.com,Not Alive
2025-05-07 10:00:20,https://hedgecaplimited.com,Not Alive
2025-05-07 10:00:20,https://hashprimegold.com,Not Alive
2025-05-07 10:00:20,https://hamstechllc.com,Not Alive
2025-05-07 10:00:20,https://halinxinvest.com,Not Alive
2025-05-07 10:00:20,https://growthtopultimate.com,Not Alive
2025-05-07 10:00:26,https://growthaccessltd.com,Alive
2025-05-07 10:00:26,https://globalforextradingprofit.com,Not Alive
2025-05-07 10:00:26,https://globalbestminingtrades.com,Not Alive
2025-05-07 10:00:26,https://globalcoinfxt.one,Not Alive
2025-05-07 10:00:26,https://fxicoin.com,Not Alive
2025-05-07 10:00:26,https://futureindexpro.net,Not Alive
2025-05-07 10:00:26,https://funds-xmincome.ltd,Not Alive
2025-05-07 10:00:26,https://fpictrades.com,Not Alive
2025-05-07 10:00:26,https://fondexeasymarket.com,Not Alive
2025-05-07 10:00:26,https://firstpacehub.com,Not Alive
2025-05-07 10:00:26,https://firstoopstock.com,Not Alive
2025-05-07 10:00:27,https://fidscharting.com,Not Alive
2025-05-07 10:00:27,https://fastchipsminerstrade.com,Not Alive
2025-05-07 10:00:27,https://etherealelites.com,Not Alive
2025-05-07 10:00:27,https://entitywave.com,Not Alive
2025-05-07 10:00:27,https://elitepooltrade.com,Not Alive
2025-05-07 10:00:27,https://elitelinellb.com,Not Alive
2025-05-07 10:00:29,https://eliteassetltd.com,Alive
2025-05-07 10:00:29,https://dynamicpulsetrade.com,Alive
2025-05-07 10:00:29,https://dominoinvestment.com,Not Alive
2025-05-07 10:00:29,https://diverswealth.com,Not Alive
2025-05-07 10:00:29,https://dittrademarket.com,Not Alive
2025-05-07 10:00:29,https://digitalfxtpro.com,Not Alive
2025-05-07 10:00:29,https://digitalaccessbitinv.com,Not Alive
2025-05-07 10:00:31,https://dexertonfinancial.org,Not Alive
2025-05-07 10:00:31,https://dc-statestreet.com,Not Alive
2025-05-07 10:00:31,https://cryptoinvestospage.vercel.app,Alive
2025-05-07 10:00:32,https://cryptotexe.com,Alive
2025-05-07 10:00:32,https://crypto-tradinghood.com,Not Alive
2025-05-07 10:00:33,https://cryptocoastinvestmentsltd.com,Alive
2025-05-07 10:00:33,https://crypbasltd.online,Not Alive
2025-05-07 10:00:33,https://copytrqdingworld.com,Not Alive
2025-05-07 10:00:33,https://continentinvt.com,Not Alive
2025-05-07 10:00:34,https://commudityexchanger.online,Alive
2025-05-07 10:00:34,https://citiforexgoal.com,Not Alive
2025-05-07 10:00:34,https://chrontechltd.com,Not Alive
2025-05-07 10:00:34,https://cherrytradingops.com,Not Alive
2025-05-07 10:00:34,https://chartmainoptions.com,Not Alive
