Timestamp,URL,Status,nca_registration_date,modification_date
2025-05-05 10:00:52,https://capitalsxplus.com,Not Alive,2025-05-02,2025-04-25
2025-05-05 10:00:56,https://zodiamarkets.vip,Alive,2025-05-06,2025-05-09
2025-05-05 10:00:31,https://ylchat.com,Not Alive,2025-05-02,2025-04-01
2025-05-05 10:00:23,https://aaaxmcfd.com,Not Alive,2025-04-30,2025-04-01
2025-05-05 10:00:32,https://aaaxmglomarkets.com,Alive,2025-04-30,2025-04-28
2025-05-05 10:00:53,https://xchar.cc,Not Alive,2025-05-06,2025-05-02
2025-05-05 10:00:30,https://v3option.com,Not Alive,2024-11-05,2025-04-25
2025-05-05 10:00:11,https://trademx365.com,Alive,2025-02-17,2025-05-09
2025-05-05 10:00:10,https://catradeteinc.com,Alive,2024-11-05,2025-04-28
2025-05-05 10:00:32,https://trademate.pro,Not Alive,2025-05-02,2025-05-02
2025-05-05 10:00:29,https://tradematemx.com,Alive,2025-05-02,2025-05-09
2025-05-05 10:00:42,https://tpcmetatrader.com,Alive,2025-04-29,2025-05-09
2025-05-05 10:00:35,https://tmgmltd.com,Not Alive,2025-04-16,2025-04-01
2025-05-05 10:00:55,https://temaketltd.com,Not Alive,2025-03-28,2025-04-01
2025-05-05 10:00:16,https://tauforex.net,Not Alive,2025-04-17,2025-04-01
2025-05-05 10:00:10,https://tasmaltd.com,Not Alive,2025-04-16,2025-04-01
2025-05-05 10:00:50,https://tasmanltd.com,Alive,2024-11-22,2025-04-01
2025-05-05 10:00:18,https://straitsfxvip.com,Alive,2024-11-22,2025-05-09
2025-05-05 10:00:58,https://straitsfx.com,Not Alive,2025-04-16,2025-04-25
2025-05-05 10:00:11,https://stockfxmarkets.com,Not Alive,2024-08-07,2025-05-02
2025-05-05 10:00:57,https://pcssgapro.gdcyls.com,Alive,2025-05-06,2025-04-25
2025-05-05 10:00:27,https://pcssgapro.glennallan.com,Alive,2024-11-05,2025-04-25
2025-05-05 10:00:24,https://sqlqdmarts.com,Not Alive,2025-02-17,2025-04-28
2025-05-05 10:00:42,https://sownotx.com,Not Alive,2025-05-02,2025-04-25
2025-05-05 10:00:48,https://skylineltdfx.com,Not Alive,2025-04-17,2025-04-25
2025-05-05 10:00:52,https://skncoin.com,Alive,2025-05-06,2025-04-28
2025-05-05 10:00:19,https://sknfx.net,Not Alive,nan,2025-05-02
2025-05-05 10:00:31,https://sstraderltd.com,Alive,2025-04-17,2025-04-25
2025-05-05 10:00:51,https://ssjtcf-forex.com,Not Alive,2025-05-02,2025-05-02
2025-05-05 10:00:32,https://shtne.vip,Alive,nan,2025-04-28
2025-05-05 10:00:44,https://ssjtcf-forex.com,Alive,2025-04-23,2025-04-28
2025-05-05 10:00:11,https://sedxltd.com,Alive,2024-11-22,2025-04-01
2025-05-05 10:00:19,https://saxoasin.com,Alive,2025-02-17,2025-04-01
2025-05-05 10:00:15,https://saxobankasia.com,Alive,2025-04-23,2025-04-25
2025-05-05 10:00:47,https://rivergloballtd.com,Alive,2025-05-06,2025-04-25
2025-05-05 10:00:45,https://prudentialweb.bizdw.com,Not Alive,nan,2025-05-02
2025-05-05 10:00:48,https://pepperstonevip.com,Not Alive,2025-05-02,2025-04-25
2025-05-05 10:00:10,https://parrtd.com,Alive,2025-02-17,2025-04-28
2025-05-05 10:00:50,https://onewaytex.com,Alive,2024-11-22,2025-05-09
2025-05-05 10:00:55,https://xynnyse.com,Alive,2025-03-28,2025-05-09
2025-05-05 10:00:23,https://yqanyse.com,Not Alive,2025-05-02,2025-04-01
2025-05-05 10:00:45,https://yqenyse.com,Not Alive,2024-11-05,2025-04-01
2025-05-05 10:00:36,https://novalimited.info,Not Alive,2025-03-28,2025-04-28
2025-05-05 10:00:14,https://newsmarketsltd.com,Alive,nan,2025-05-09
2025-05-05 10:00:50,https://neonskytd.com,Not Alive,2024-08-07,2025-04-28
2025-05-05 10:00:18,https://neonskyfx.com,Not Alive,2024-11-05,2025-04-25
2025-05-05 10:00:44,https://nasdaqkfx.com,Not Alive,2025-04-30,2025-05-02
2025-05-05 10:00:55,https://mprde.com,Not Alive,2025-02-17,2025-04-25
2025-05-05 10:00:47,https://mancuifcnet.com,Alive,2025-02-17,2025-04-25
2025-05-05 10:00:41,https://madcuifcgroup.com,Alive,2025-05-02,2025-05-09
2025-05-05 10:00:15,https://lszxy-fx.com,Not Alive,nan,2025-04-01
2025-05-05 10:00:42,https://lamboxfx.cc,Alive,2025-04-30,2025-04-01
2025-05-05 10:00:18,https://libertyfxltd.com,Alive,2024-11-22,2025-04-01
2025-05-05 10:00:21,https://lesenmaks.cc,Alive,nan,2025-04-01
2025-05-05 10:00:31,https://kyros.vip,Alive,2025-04-29,2025-04-01
2025-05-05 10:00:14,https://kmaicc.vip,Not Alive,2024-08-07,2025-04-01
2025-05-05 10:00:37,https://kmaicc.xyz,Alive,2024-08-07,2025-04-01
2025-05-05 10:00:15,https://mt5pro.vip,Alive,2025-04-30,2025-04-01
2025-05-05 10:00:26,https://kkrrh.com,Alive,2025-04-29,2025-04-25
2025-05-05 10:00:41,https://kcmtradeint.com,Alive,2025-05-02,2025-04-28
2025-05-05 10:00:54,https://kcmtradeint.com,Alive,2024-08-07,2025-04-28
2025-05-05 10:00:48,https://jhmfxltd.com,Alive,2025-04-23,2025-05-09
