Timestamp,URL,Status,nca_registration_date,modification_date
2025-05-14 10:00:02,https://capitalsxplus.com,Alive,2025-05-06,2025-05-09
2025-05-14 10:00:03,https://zodiamarkets.vip,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:04,https://ylchat.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:04,https://aaaxmcfd.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:05,https://aaaxmglomarkets.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:05,https://xchar.cc,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:07,https://v3option.com,Alive,2025-02-17,2025-05-09
2025-05-14 10:00:08,https://trademx365.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:14,https://catradeteinc.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:14,https://trademate.pro,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:15,https://tradematemx.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:15,https://tpcmetatrader.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:16,https://tmgmltd.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:16,https://temaketltd.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:17,https://tauforex.net,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:17,https://tasmaltd.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:18,https://tasmanltd.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:19,https://straitsfxvip.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:19,https://straitsfx.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:20,https://stockfxmarkets.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:20,https://pcssgapro.gdcyls.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:21,https://pcssgapro.glennallan.com,Alive,2025-02-17,2025-05-09
2025-05-14 10:00:22,https://sqlqdmarts.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:22,https://sownotx.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:23,https://skylineltdfx.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:23,https://skncoin.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:24,https://sknfx.net,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:24,https://sstraderltd.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:25,https://ssjtcf-forex.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:25,https://shtne.vip,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:26,https://ssjtcf-forex.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:27,https://sedxltd.com,Status 403,2025-02-17,2025-05-09
2025-05-14 10:00:27,https://saxoasin.com,Not Alive,2025-02-17,2025-05-09
2025-05-14 10:00:28,https://saxobankasia.com,Not Alive,2025-02-17,2025-05-09
